kept_index,removed_index,similarity,kept_title,removed_title,kept_text,removed_text
3948,7515,0.9525,Due adulti accusati di omicidio nella sparatoria a Kansas City,2 adulti accusati di omicidio nella sparatoria durante la celebrazione del Super Bowl,"KANSAS CITY, Missouri – I pubblici ministeri del Missouri hanno detto martedì che due uomini sono stati accusati di omicidio nella sparatoria della scorsa settimana che ha ucciso una persona e ne ha ferite altre 22 dopo la parata del Super Bowl dei K...","KANSAS CITY, Missouri >> I pubblici ministeri del Missouri hanno detto oggi che due uomini sono stati accusati di omicidio nella sparatoria della scorsa settimana che ha ucciso una persona e ne ha ferite altre 22 dopo la parata del Super Bowl dei Kan..."
3949,6618,1.0,Entretenimiento – Page 6 – LAREMIX,Taylor Swift sends $100K to family of Kansas City mom who died in Chiefs parade shooting,"The family of late Kansas City radio DJ Lisa Lopez-Galvan received $100,000 from singer and Chiefs fan Taylor Swift. ‘Sending my deepest sympathies,’ she said on GoFundMe.","The family of late Kansas City radio DJ Lisa Lopez-Galvan received $100,000 from singer and Chiefs fan Taylor Swift. 'Sending my deepest sympathies,' she said on GoFundMe."
3962,4580,0.9792,Family of Kansas City shooting suspect set up GoFundMe to help him through ‘tragic time’,Family of Kansas City shooting suspect set up GoFundMe to help him through ‘tragic time’,"The mother of one of the accused Kansas City Super Bowl parade shooters set up a GoFundMe for him, saying he needed help through a “tragic time.” Teneal Burnside created the online fundraiser for her son Lyndell Mays, 23, showing him lying in a hosp...","The mother of one of the accused Kansas City Super Bowl parade shooters set up a GoFundMe for him, saying he needed help through a “tragic time.”Teneal Burnside created the online fundraiser for her son Lyndell Mays, 23, showing him lying in a hospit..."
3962,6969,0.9792,Family of Kansas City shooting suspect set up GoFundMe to help him through ‘tragic time’,The Family Of Kansas City Shooting Suspect Did The Unthinkable,"The mother of one of the accused Kansas City Super Bowl parade shooters set up a GoFundMe for him, saying he needed help through a “tragic time.” Teneal Burnside created the online fundraiser for her son Lyndell Mays, 23, showing him lying in a hosp...","The mother of one of the accused Kansas City Super Bowl parade shooters set up a GoFundMe for him, saying he needed help through a “tragic time.” Teneal Burnside created the online fundraiser for her son Lyndell Mays, 23, showing him lying in a hospi..."
3974,8214,1.0,Two juveniles charged in Kansas City Super Bowl rally shooting | Law-Order,Two juveniles charged in Kansas City Super Bowl rally shooting,"Two juveniles were charged in a Kansas City family court in the deadly mass shooting that sparked chaos at a rally celebrating the Chiefs Super Bowl victory, authorities said on Friday. One person was killed and 22 others, including nine children, we...","Two juveniles were charged in a Kansas City family court in the deadly mass shooting that sparked chaos at a rally celebrating the Chiefs Super Bowl victory, authorities said on Friday. One person was killed and 22 others, including nine children, w..."
3985,6240,1.0,Two juveniles charged in mass shooting at Chiefs’ parade,Two juveniles charged in mass shooting at Chiefs’ parade,"Feb 16, 2024, 01:25 PM ET KANSAS CITY, Mo. — Two juveniles were charged with crimes connected to the mass shooting at the Kansas City Chiefs’ Super Bowl rally, authorities said Friday, as the city tries to recover in the aftermath of the violence. ...","Feb 16, 2024, 01:25 PM ET KANSAS CITY, Mo. — Two juveniles were charged with crimes connected to the mass shooting at the Kansas City Chiefs‘ Super Bowl rally, authorities said Friday, as the city tries to recover in the aftermath of the violence. ..."
4003,5637,0.9596,"Super Bowl parade victim was Kansas City radio DJ, her son was also shot","Kansas rally violence victim was city radio DJ, her son was shot in leg","Lisa Lopez-Galvan, the woman killed in Wednesday's mass shooting at a rally to celebrate the Kansas City Chiefs Super Bowl victory, was a popular radio disc jockey who also played music she loved at weddings, her station and friends said. KKFI radio ...","Lisa Lopez-Galvan, the woman killed in Wednesday's mass shooting at a rally to celebrate the Kansas City Chiefs' Super Bowl victory, was a popular radio disc jockey who also played music she loved at weddings, her station and friends said. KKFI radi..."
4008,4937,1.0,Two juveniles charged in shooting at Kansas City Chiefs parade,Two juveniles charged in shooting at Kansas City Chiefs parade,"Two juveniles have been charged for the mass shooting that left one woman dead and 22 people injured at the Chiefs’ championship parade in Kansas City. The juveniles, whose names have not been released, are facing gun charges and resisting arrest, w...","Two juveniles have been charged for the mass shooting that left one woman dead and 22 people injured at the Chiefs' championship parade in Kansas City. The juveniles, whose names have not been released, are facing gun charges and resisting arrest, w..."
4028,8608,1.0,"In the chaos of the Kansas City parade shooting, he's hit and doesn't know where his kids are","In the chaos of the Kansas City parade shooting, he's...","In the chaos of the Kansas City parade shooting, he’s hit and doesn’t know where his kids are KANSAS CITY, Mo. (AP) — Jacob Gooch was having what was sure to be the best day of his year, hanging out with his wife and children and friends in the mass...","In the chaos of the Kansas City parade shooting, he's hit and doesn't know where his kids are KANSAS CITY, Mo. (AP) - Jacob Gooch was having what was sure to be the best day of his year, hanging out with his wife and children and friends in the mass..."
4051,5626,0.9509,"Gunfire at Chiefs’ Super Bowl celebration kills 1 and wounds nearly two-dozen, including children","Gunfire at Chiefs’ Super Bowl celebration kills 1 and wounds nearly two-dozen, including children","HEATHER HOLLINGSWORTH and NICK INGRAM, Associated Press Feb 14, 2024 / 09:30 PM PST Feb 14, 2024 / 09:35 PM PST KANSAS CITY, Mo. (AP) — A historic railway station on the edge of downtown Kansas City became the latest backdrop for a mass shooting a...","HEATHER HOLLINGSWORTH and NICK INGRAM, Associated Press Feb 14, 2024 / 09:30 PM PST Feb 14, 2024 / 09:30 PM PST KANSAS CITY, Mo. (AP) — A historic railway station on the edge of downtown Kansas City became the latest backdrop for a mass shooting a..."
4061,7735,0.9629,Vigil held to remember woman killed in Chiefs Super Bowl rally shooting – KX NEWS,Vigil held to remember woman killed in Chiefs Super Bowl rally shooting – FOX31 Denver,"Vigil held to remember woman killed in Chiefs Super Bowl rally shooting Toggle header content News A vigil was held to remember Lisa Lopez-Galvan, who lost her life in the shooting at the Chiefs Super Bowl rally.","Vigil held to remember woman killed in Chiefs Super Bowl rally shooting Toggle header content A vigil was held to remember Lisa Lopez-Galvan, who lost her life in the shooting at the Chiefs Super Bowl rally."
4077,8691,1.0,Sparatoria a Kansas City: la polizia afferma che la disputa ha portato alla sparatoria alla parata del Super Bowl,Sparatoria a Kansas City: la polizia afferma che la disputa ha portato alla sparatoria alla parata del Super Bowl,"15 febbraio 2024, 16:02 GMT Aggiornato 5 minuti fa Per riprodurre questo contenuto, abilita JavaScript o prova un browser diverso Didascalia video, Guarda: La polizia di Kansas City elogia il coraggio della città dopo la sparatoria La polizia di Kans...","15 febbraio 2024, 16:02 GMT Aggiornato 7 minuti fa Per riprodurre questo contenuto, abilita JavaScript o prova un browser diverso Didascalia video, Guarda: La polizia di Kansas City elogia il coraggio della città dopo la sparatoria La polizia di Kans..."
4118,5573,1.0,Kansas City mom and prominent Hispanic DJ dies in a...,Kansas City mom and prominent Hispanic DJ dies in a mass shooting after Chiefs' victory parade,"Kansas City mom and prominent Hispanic DJ dies in a mass shooting after Chiefs' victory parade Lisa Lopez-Galvan was a music lover and DJ in the Kansas City area who played at weddings, quinceañeras and an American Legion bar and grill. She mixed Te...","Kansas City mom and prominent Hispanic DJ dies in a mass shooting after Chiefs’ victory parade Lisa Lopez-Galvan was a music lover and DJ in the Kansas City area who played at weddings, quinceañeras and an American Legion bar and grill. She mixed Te..."
4127,4528,1.0,"Taylor Swift gives $100,000 to the family of the woman killed in the Chiefs parade shooting",Names and faces,"Taylor Swift donated $100,000 to the family of Lisa Lopez-Galvan, the woman killed in the shooting at the Kansas City Chiefs' Super Bowl victory parade. Two $50,000 donations were posted Friday under the singer's name on a GoFundMe page. Swift’s repr...","Taylor Swift donated $100,000 to the family of Lisa Lopez-Galvan, the woman killed in the shooting at the Kansas City Chiefs' Super Bowl victory parade. Two $50,000 donations were posted Friday under the singer's name on a GoFundMe page. Swift's repr..."
4140,8451,0.9671,16-year-old Taylor Swift fan killed while on the way to megastar’s concert in Australia,16-year-old Taylor Swift fan killed while on the way to megastar’s concert in Australia,"16-year-old Taylor Swift fan killed while on the way to megastar’s concert in Australia Published: Feb. 19, 2024 at 3:05 PM CST|Updated: moments ago (Gray News) - Tragedy struck when a 16-year-old Taylor Swift superfan was killed while on the way t...","16-year-old Taylor Swift fan killed while on the way to megastar’s concert in Australia Published: Feb. 19, 2024 at 4:05 PM EST|Updated: moments ago (Gray News) - Tragedy struck when a 16-year-old Taylor Swift superfan was killed while on the way t..."
4141,7654,1.0,The 5 things you should know this February 16,The 5 things you should know this February 16,Trump will face the first criminal trial against him. A Palestinian surgeon says Israeli snipers killed civilians as they tried to flee a besieged hospital in Gaza. Who was the Latina DJ who died in the Kansas City shooting? Here's what you need to ...,Trump will face the first criminal trial against him. A Palestinian surgeon says Israeli snipers killed civilians as they tried to flee a besieged hospital in Gaza. Who was the Latina DJ who died in the Kansas City shooting? Here’s what you need to k...
4147,6007,1.0,"Johnson County mom dies in KC Chiefs parade shooting, the second victim confirmed dead","Johnson County mom dies in KC Chiefs parade shooting, the second victim confirmed dead","Lisa Lopez-Galvan, a Johnson County mother of two and beloved disc jockey in Kansas City, was confirmed dead as the second person killed in the shooting at the end of the Kansas City Chiefs Super Bowl parade celebration Wednesday. Friends confirmed ...","Lisa Lopez-Galvan, a Johnson County mother of two and beloved disc jockey in Kansas City, was confirmed dead as the second person killed in the shooting at the end of the Kansas City Chiefs Super Bowl parade celebration Wednesday. Friends confirmed t..."
4155,7613,0.9631,Things to know about the shooting at the Kansas City Chiefs' Super Bowl celebration,Things to know about the shooting at the Kansas City Chiefs' Super Bowl celebration,"KANSAS CITY, Mo. (AP) — Members of the Kansas City community are expected to gather Saturday afternoon to “demand a future free from gun violence” a day after authorities announced that two juveniles had been detained on gun-related and resisting arr...","AP KANSAS CITY, Mo. (AP) — Members of the Kansas City community are expected to gather Saturday afternoon to “demand a future free from gun violence” a day after authorities announced that two juveniles had been detained on gun-related and resistin..."
